¿Í»§,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
10,49.13865059,16.02041209,13.01530898,5.645784718,13.27521521,2.91019946,4.631959224,16.87066448,16.68801624,32.17240855,0,9.608635789,11.49754055,21.43508704,11.55864283,9.020500519,28.23343158,39.71371704,26.19711502,43.52576216,38.98957334,49.78876689,13.26322471,26.64933846,41.72314369,29.56278206,36.26285276,37.18571015,33.97867604,48.84076212,29.25667438,20.71337411,43.76934671,13.84379282,33.91053394,38.35375623,60.23536899,46.92871998,27.16866819,30.35260335,45.48288275,63.16006215,19.03092405,31.69146068,35.31951161,28.96663514,40.2847175,35.04738805,24.72775629,52.62663085,22.8474814,26.07476781,24.46926556,33.95337567,26.9881355,29.88575606,83.38299496,62.33558509,50.27496812,28.4608297,74.25776811,42.57322742,9.876802539,37.89220633,46.87490266,44.80194448,24.98643898,53.16291243,46.86400933,58.95059354,43.46192306,26.37271002,57.05692348,24.61207451,17.79038253,48.41680286,18.46458477,31.74293692,14.72256829,29.4731359,46.08638693,34.61639297,41.47452974,54.24696681,38.87622397,14.16081546,42.12124153,39.51641057,34.47907737,27.69803819,38.30563689,34.00315628,39.29859905,44.4131665,62.34139315,30.59231212,33.28963233,22.43564425,51.98272879
11,57.38319738,13.03235128,4.567785764,11.701542,10.66437903,10.70311451,11.63542022,16.09343495,7.081791893,18.96628685,9.608635789,0,1.593355896,14.14427999,8.991510803,2.715659854,24.88857134,38.11013572,28.35068748,64.79111778,23.20203546,49.85993413,17.81339867,26.22938845,35.08903813,16.46826971,38.80754483,35.37872229,41.86298794,49.65793623,24.96562885,12.76745501,52.39691839,17.00733414,22.20173148,31.02295251,53.0286993,49.09811292,24.91975003,53.76341955,41.52500357,63.11030612,28.94291136,28.18093024,37.36259238,37.10260679,52.42265923,43.57372667,25.38349093,56.29505876,26.41209152,22.32523331,36.541928,16.5278356,50.96233767,34.52019938,49.21958085,57.13887476,34.39005723,39.40642778,50.88862347,32.41261527,16.3323395,42.59785156,51.89618768,64.66863248,18.18779339,60.23597143,46.9182824,38.73333405,44.84066135,23.70720212,41.65114467,20.98430639,18.11134051,67.29389814,13.02859121,48.40025964,11.8029885,29.18571126,30.97743248,35.04713405,25.97033313,62.78268242,37.94298342,11.97505133,38.48795431,43.51134077,45.93347884,53.96004623,50.92761326,45.09622226,38.21813818,26.54350531,42.63968056,45.00174024,34.14750953,13.10142082,74.29356152
12,34.62641871,8.685139437,3.256819471,10.83225869,15.22516572,14.19338498,12.73533714,16.14588312,6.960256132,16.93404254,11.49754055,1.593355896,0,12.7750465,9.70252874,6.33851117,19.40872908,40.81679734,24.44551798,50.29206713,27.27046511,43.80356188,29.60626095,34.11194885,63.51824195,14.56984506,46.78935789,33.10367337,31.12256445,48.97337092,23.6217001,13.42478971,47.55787089,25.52201503,26.44374693,41.41383881,40.09379098,59.65098201,33.76514082,34.55755526,46.99707047,70.87435833,36.71661697,38.90107606,38.07946084,28.32903154,38.19997867,38.78150727,21.67260138,51.11882114,27.84702245,32.81037919,40.49448959,16.51442448,38.43279121,42.19963857,48.79547811,56.60457054,35.22067011,36.30253153,40.21168937,33.67332616,19.11853915,52.58290195,62.71509815,58.0884717,32.60853901,32.64697153,50.21512056,61.40382932,46.32940241,22.89359796,34.32475065,31.83121977,22.68011947,61.08536313,21.41446996,58.50714456,15.49648806,30.07605686,34.58396148,25.84901138,33.12866659,44.53042068,36.04417321,13.50799501,28.39153738,41.88747968,28.62305599,48.2167038,40.4028769,44.69434313,26.8142149,37.0814607,65.19408027,38.84467791,24.51465026,21.04290885,51.38536693
13,41.44018747,3.884003994,11.60995482,23.68227576,9.446555036,30.579654,28.69877617,14.51003213,6.548774258,5.565168466,21.43508704,14.14427999,12.7750465,0,28.29074841,18.94849461,43.19293178,51.96417381,13.30709246,40.31321031,34.9954944,38.58615588,27.84147024,37.32678486,40.68656963,6.276207009,48.41168686,56.02570826,38.14654623,35.10134442,19.99706624,32.2562744,56.59872665,25.97969053,35.38918249,43.91471516,36.05550924,61.27064748,23.61213708,45.41118578,41.03682286,33.61707962,50.5804649,51.51948391,54.4964609,31.6787043,47.44985684,24.71773183,5.622198423,39.59759432,29.76067785,16.2446144,30.36023152,26.52359954,50.04946078,54.95070213,83.41338365,39.86853919,70.17264421,47.41938489,26.78112231,51.22638382,35.7805136,41.912985,76.06912119,38.6677287,43.75123184,49.44745699,47.14620411,45.85446589,65.92750302,46.32084068,30.47381906,31.39323119,33.41660349,61.71417388,26.31527927,52.11635921,22.29299536,30.06670074,31.44645275,42.43023895,29.61820858,44.77624404,55.65611208,21.79812562,38.58455253,52.88103264,34.79074644,42.13841276,58.20803637,52.64902485,11.02807738,41.57813249,64.92564397,43.82751031,19.22417655,30.2043033,54.34946096
14,73.0984564,19.48736911,11.73220376,2.492261443,17.80148677,14.88681501,6.362913263,23.57666173,14.20753603,19.19064927,11.55864283,8.991510803,9.70252874,28.29074841,0,6.094043642,20.34887891,57.34806501,31.97925778,31.14611004,23.41697186,48.46384617,15.45284,40.11480597,38.60122473,22.08088513,29.92646234,19.46309246,49.44104073,54.30587116,38.89849333,15.06092336,34.35268108,15.77024939,16.80015177,35.58417467,61.70697165,48.07802873,47.38490092,36.07551791,48.53316941,55.77940665,18.59776654,30.19834456,37.45496851,40.41543613,38.9540701,50.47459662,28.46634482,71.23294263,20.60256966,40.17699401,25.81913834,23.14293617,33.18787004,40.13238949,66.68140848,57.30765178,34.99463256,41.73808179,47.38582407,49.90162719,18.46040973,49.5040029,51.97269286,66.27936337,14.94668954,34.56810552,75.9297052,51.13436593,53.17971581,41.80373747,54.05009063,32.03170736,27.24343361,32.38095186,9.19060168,42.05457219,6.867827319,21.92156831,58.28751001,20.48269602,20.95075836,74.14121142,41.79173141,7.097432318,45.31177896,36.47665244,58.65986556,28.41231636,57.18000821,39.61160209,37.74432995,31.01769511,53.06315223,31.69935042,30.93980063,10.82782749,57.61039148
15,62.8844174,10.24838034,7.454606306,4.342914306,10.20049288,6.680130399,9.247808203,13.41903547,13.46507952,21.7470555,9.020500519,2.715659854,6.33851117,18.94849461,6.094043642,0,17.58340863,42.44419534,25.2521961,32.97505183,36.26590174,67.15553929,15.02847134,31.24948616,34.5601943,20.34412073,31.336371,25.30311013,59.82687175,42.20181145,25.75248087,12.74908942,41.8581068,15.35282084,22.13262489,44.73323593,51.69179733,50.17613478,27.03386867,47.92177696,47.12652229,60.2821815,19.93941651,39.21038389,27.1521944,38.56147851,37.87377897,27.3016899,26.48311908,44.3331915,27.69379623,37.72810518,25.54158279,27.98688283,35.93089641,44.18232725,55.60117332,45.3560854,55.05499297,39.51078303,45.64005139,48.78879476,17.0325866,57.75135872,38.81183567,50.24853487,29.81268988,47.45835186,45.67495099,47.3186075,41.86337842,33.23745094,44.31530129,31.83762038,20.07151504,58.65923629,23.74021129,47.5526108,12.87789549,25.87729005,34.12536912,29.37927558,32.51484401,59.61940786,48.45801854,21.29764448,24.84065064,32.08772271,49.66608557,54.07576603,52.45089031,38.01265198,39.61027648,26.07402101,42.22821673,34.89018546,22.28024343,22.16830349,66.5756443
16,44.63912624,32.10493884,19.21611171,20.30205557,30.7143852,39.07101387,23.89592823,41.16148138,28.90075501,33.72048452,28.23343158,24.88857134,19.40872908,43.19293178,20.34887891,17.58340863,0,32.40317355,48.32488116,61.58968345,5.904798692,89.10141589,36.85827884,42.42473495,79.50110552,25.92063809,40.3659472,26.82390325,24.93638426,54.23740391,19.53543799,6.77232286,33.02164149,37.2715473,4.566522163,30.45135596,72.0783164,30.82544515,62.33154648,45.99351345,44.93486703,87.94438291,37.02120051,10.03306351,12.2831496,12.56399246,66.5189117,31.26486178,22.58789332,50.83622956,47.40138303,66.70904236,38.03484292,14.16197117,51.74447138,50.43341707,33.41475364,37.26677288,18.04269353,58.95387228,49.46295118,29.29611843,41.42487712,60.64764187,30.32126014,98.94915915,7.0289279,28.75289438,86.54895067,49.88459699,55.88947386,55.0800092,49.90570559,50.92845808,54.07270181,38.14891175,12.55250744,35.24776687,20.04025286,13.61010926,71.66417329,6.798296311,6.910881005,52.30249068,58.53229808,9.839760763,21.65192028,44.09337904,33.04483376,49.06673538,80.92326151,48.76319055,43.10108166,30.78955252,24.61346762,29.0161933,44.58881717,14.87658867,76.93193581
17,53.44604269,39.09865058,37.58384207,51.36160319,68.85408997,44.64202106,43.09566331,60.13614679,51.01358972,58.03107009,39.71371704,38.11013572,40.81679734,51.96417381,57.34806501,42.44419534,32.40317355,0,67.32498529,90.81694722,29.57845552,83.10547102,52.64584204,82.73820013,92.85758285,36.66298488,49.09628972,81.12398789,29.08185267,100.4178716,20.83303624,43.63706717,56.97810016,59.32782962,39.35690002,87.10393258,77.39853228,8.181436701,93.32967971,106.058754,94.82464827,116.3761845,48.71463362,36.69886538,22.69365573,23.62819252,99.19837438,56.44102251,37.56925306,20.16069733,62.1950159,86.27346024,80.31925685,23.30502707,93.89865443,72.5122449,33.00928701,20.17392787,9.640695238,71.82175324,39.51925906,49.4477847,56.00489855,82.47145927,20.44615146,127.1026472,31.88733201,31.63111983,93.90377234,113.3734124,85.50604714,59.13388751,78.94433097,74.7000991,75.58169979,61.07372692,41.39385248,102.1260248,53.21891897,37.14953686,81.52849301,23.47961146,43.05441778,50.69661165,72.27381194,29.0494252,14.11122544,89.44479189,71.37771454,94.2380816,72.27489585,85.13974625,52.37852684,42.24576027,44.73531011,84.88157076,60.74220002,41.26958358,64.15627249
18,47.9877468,16.91263594,33.93167567,22.40922496,9.060965682,25.19946185,28.50566515,16.92940374,13.93083811,14.87119227,26.19711502,28.35068748,24.44551798,13.30709246,31.97925778,25.2521961,48.32488116,67.32498529,0,43.22454705,61.77474831,43.48431495,44.50668274,52.46562641,24.67327731,19.524049,49.69016235,42.38792666,88.31139318,37.63855199,23.90645806,52.63574313,58.20445789,38.57907299,55.62665731,58.04549605,28.32988833,58.12402545,25.59491037,47.44994737,22.41183253,39.0088409,45.21766076,67.69522781,51.41249573,47.85354406,61.95445856,29.77084206,11.53603433,48.04433941,47.98266653,5.445790631,43.532181,36.79820628,44.50203806,32.14480802,52.62002128,53.26709803,74.1130524,40.19382045,45.15285954,76.56695848,23.65051596,28.13877814,66.39091947,45.91139442,49.85023738,63.58152151,38.52492197,19.84615513,52.23547656,21.92243721,26.85375797,19.00888082,18.80376473,52.61943784,48.90746001,46.52254216,31.83542956,41.00059181,12.51970524,52.75099346,60.44521992,34.86653825,63.1017014,41.62288867,29.34005697,56.02975546,36.19363768,34.62708113,55.86605093,59.36022774,26.49717277,51.03098862,70.94687551,41.39607086,11.43665301,55.01838911,73.40335236
19,125.2572862,40.15121865,57.90676621,46.24621974,51.04745996,46.64353003,36.7701099,53.03881256,61.04407429,74.47178794,43.52576216,64.79111778,50.29206713,40.31321031,31.14611004,32.97505183,61.58968345,90.81694722,43.22454705,0,60.66689374,92.52212378,28.07983275,15.36522624,46.36260158,76.02960842,26.71031124,35.98460528,49.53237423,74.58577774,82.58896665,41.58003556,30.70694961,24.10791714,48.83449236,30.80879907,52.89439433,80.68606194,41.2284827,22.90416317,33.52835512,90.35624128,17.92722153,59.4169699,72.80005168,46.41923108,35.44266916,61.90785438,90.54375182,108.215512,14.62546683,42.55564458,25.06554376,62.75087357,31.30326195,35.06893328,78.2283125,67.70889506,75.3378269,30.3070146,100.0265842,66.43983842,41.4072914,60.71896079,82.07201238,79.54781109,36.68458652,71.20292873,89.77124464,93.29243314,36.68963682,24.84419324,112.9656846,29.21086839,45.50162491,81.99075438,57.02565539,29.03529817,44.71765164,38.59280039,67.97833217,51.45644228,46.07034222,101.703976,28.19726323,36.17886615,61.41466407,45.39753017,102.0994779,6.943940673,33.81953374,33.66200252,70.94744695,40.92654248,67.41572249,33.10216871,48.52603886,43.56744343,24.66211567
20,39.49238919,43.84520776,22.92617504,28.67988938,31.06222842,26.47234573,35.8534387,56.05232797,28.37617748,22.63098081,38.98957334,23.20203546,27.27046511,34.9954944,23.41697186,36.26590174,5.904798692,29.57845552,61.77474831,60.66689374,0,92.91356903,26.85317299,33.08195662,73.84130361,23.42629625,34.35041086,42.89780665,15.88435522,69.6580041,30.97185066,12.3036484,56.5445747,33.25282776,4.457711885,43.66202196,94.71729885,32.35354712,47.64853106,65.55820539,73.9144595,58.29015317,35.72495994,4.24496394,12.36108622,11.27720377,37.35249224,33.47308888,29.13336096,50.073523,42.94812103,53.45211501,29.28479689,18.82811278,57.81328709,72.50604876,40.29294107,30.67245629,19.84407649,74.68356135,62.15513946,37.81816934,39.15958109,78.55442924,24.08750932,65.03475737,5.07292283,23.50497256,78.90881202,63.02741506,38.84423473,60.81350124,71.42261674,65.35105207,40.20124502,33.54399431,10.37571957,52.60243327,14.99040143,12.16796073,87.1577719,4.849748071,2.408132001,57.44027315,67.12651636,9.648753062,25.47469277,46.91923206,59.26946354,50.93213057,87.09602208,47.53366019,42.55069042,32.48127638,19.3158592,50.11300847,39.45044621,8.539208948,81.65235442
21,64.99781361,39.78453966,57.3828764,52.73988414,34.37637316,48.94015326,53.8369452,49.80051172,50.98545961,44.91841972,49.78876689,49.85993413,43.80356188,38.58615588,48.46384617,67.15553929,89.10141589,83.10547102,43.48431495,92.52212378,92.91356903,0,74.36170081,82.46141743,35.86233108,38.82034142,101.8749107,70.71407482,93.41433567,8.057897424,75.65002764,81.31763785,109.1810183,70.26624716,62.67231444,110.379011,36.11633694,121.0655995,40.79778518,67.59856893,56.67004073,8.363202863,59.43956439,111.6174926,61.62607236,105.5299164,75.94759886,43.6261115,42.26949731,66.75989701,62.33210482,26.38871552,82.73512364,64.18881585,92.12173249,65.2918832,128.3744754,82.23348777,76.8111758,43.05444219,46.98463371,123.8027534,52.49743441,21.79196798,89.24609056,2.84407095,63.47122944,127.9069033,7.039009662,6.22070721,76.72849272,62.4980006,15.74809121,55.19069151,48.29629888,126.8998554,67.10036917,81.30151648,66.1478331,66.44670461,28.23975167,98.78379206,96.00660142,45.50066829,69.53275363,76.61607282,71.50320436,91.89184283,40.01717057,59.65688279,49.51093424,78.04036243,46.64484457,94.30539212,109.8613744,77.34315436,36.19206998,54.98380162,75.83459815
